label	x	x	SentenceA	SentenceB
1	x	x	Very clean spacious room Excellent facilities staffs were very kind and helpful The hotel is close to zuid station Silent environment	spacious room
0	x	x	A warm welcome very comfortable room great location delicious breakfast	delicious location
0	x	x	Very modern hotel great wifi	great hotel
1	x	x	The hotel was central with nice breakfast and 24 hour consierge Bed comfortable although the superior room had twin beds together that didnt stay together causing a gap	nice breakfast
0	x	x	Handy location Check in and check out was quick and easy Room was comfortable and clean	Handy check out
0	x	x	The rooms were not great but not bad either The bathroom did not have a lock	not bad bathroom
0	x	x	It s central to all the sights The lobby is welcoming rooms are rxquisite and staff extremely helpful	welcoming all the sights
1	x	x	The bed was brilliant and the writing on the wall was highly entertaining	brilliant bed
0	x	x	Very comfortable room for suitable price very friendly and helpful staff excellent location quite central but district is not overcrowded excellent view from the room and very nice view from the restaurant restaurant cuisine is delicious	excellent staff
1	x	x	Not too far out of town great facilities and comfort	Not too far out of town
1	x	x	The staff organised all of our trips and even booked a meal for me and my parter at a lovely restaurant	organised staff
1	x	x	Great location Good bar and food facilities Good gym facilities	Good gym facilities
1	x	x	The minibar items were overpriced Lots of noise were coming from other rooms most of the reception staffs were very reserved and not genuinely friendly specially	Lots of noise
0	x	x	Staff where extremely helpful hotel was very warming and modern Location was absolutely superb Beautifully clean air con in room was brilliant all round superb hotel	absolutely superb Location
1	x	x	Servicing of rooms poor for the quality of the hotel One day of our two day stay only one bath towel was replaced and on the other no toileteries were replaced and tea bags not replaced Room for improvement in room servicing but front counter staff were excellent	excellent front counter staff
1	x	x	Staff unaware that road works by flyover made hotel hard to find and not very helpful on phone when asked for alternative directions Kettle did not work properly had to hold switch down until boiled	not work properly Kettle
0	x	x	Great location within walking distance to all Amsterdam has to offer Hotel room has AC	within walking distance location
1	x	x	Location was excellent literally on Rembrant square with plenty of restaurants and bars nearby The room was also comfortable	excellent Location
0	x	x	excellent location 5 minutes from central station 15 minutes from airport lovely to get away from hussle and bussle of city life for a good night s sleep	lovely to airport
1	x	x	Near to central station Staff very helpful Bed is nice	Near to central station
1	x	x	I liked the view although I would have preferred a more central location also with a view I liked the style of the room I liked that the room had a bathtub	central location
0	x	x	Very Good and value for money Market is very near by	Very Good Market
0	x	x	Also nice bar with music top barman and great lobby Overall great experience	great bar
0	x	x	Good reasonable priced restaurants close by Shuttle service to airport at reasonable price is handy and efficient Good quality accomodation huge king size bed and good size rooms	good size king size bed
1	x	x	Nice quiet area our room had a big terrace	Nice quiet area
1	x	x	we reserved The light switches were dirty and the bathroom was smelling like stagnant urine as it was not cleaned for weeks We had to stay the night since we werd	dirty light switches
1	x	x	Friendly Staff Excellent service during breakfast from a lady by the name of Chiara outstanding	Friendly Staff
1	x	x	This is an exquisite destination in Amsterdam Central stylish calm with excellent service right on the canal	stylish calm
1	x	x	The employees here give unparalleled service and always with a smile Several times they have given me a free upgrade The Executive Suites are great lots of room and great deals Treat yourself well and stay at this Hotel	lots of room
1	x	x	This hotel is on the eastern side of the city so isn t really in walking distance from the main sites of that tend to be central and on the westside	isn t really in walking distance the main sites
1	x	x	Very modern hotel great wifi	great wifi
1	x	x	Stayed twice within a week check in painfully slow on both occasions Probably spent a total of half an hour waiting and there weren t big queues Plenty of positions just not enough staff	half an hour waiting
0	x	x	Good food at breakfast and dinner Executive Lounge is nice touch Nice rooms	nice touch food at breakfast and dinner
1	x	x	Very comfortable room for suitable price very friendly and helpful staff excellent location quite central but district is not overcrowded excellent view from the room and very nice view from the restaurant restaurant cuisine is delicious	excellent location
1	x	x	Fantastic location in the centre of Amsterdam the hotel lived up to its reputation as did the staff nothing was too much trouble	lived up to its reputation hotel
0	x	x	Comfy bed spacious room slippers and robes in the room good wifi	spacious bed
0	x	x	We loved the entourage cool and contemporary with the most comfortable beds we slept in in a while The staff were very welcoming and my husband was very impressed with the gym They even offer group lessons and personal trainers	very welcoming beds
1	x	x	The beds are too soft for guests with lower back issues	too soft beds
0	x	x	Very clean spacious room Excellent facilities staffs were very kind and helpful The hotel is close to zuid station Silent environment	Silent zuid station
1	x	x	The restaurant serves excellent breakfast and dinner	excellent breakfast
1	x	x	The location is amazing	amazing location
1	x	x	Bed was to soft Cleanness not 100 given especially on the balcony Price to high if you consider cleanness of bathroom balcony and the position of hotel outside of Amsterdam Downtown Didn t try breakfast because of high price better eat in Amsterdam Downtown	soft Bed
0	x	x	The hotel was central with nice breakfast and 24 hour consierge Bed comfortable although the superior room had twin beds together that didnt stay together causing a gap	comfortable breakfast
0	x	x	Poor facilities bathroom was a mess cracked tiles dirty marks in bath housekeeping not to a high standard sheets didn t get changed	not to a high standard sheets
1	x	x	Big pillotop bed cool rain shower	cool rain shower
0	x	x	Near to central station Staff very helpful Bed is nice	very helpful Bed
1	x	x	The hotel looks extremely nice a very pleasant environment stylish yet cosy Nice breakfast area solid breakfast Not directly in the city centre but very convenient location as there is a huge and very good food hall just around the corner which gets very busy over the weekend	extremely nice hotel
1	x	x	Some of the receptionists were rude and blunt Location is half an hour away from Dam even though it s a direct tram	half an hour away Location
0	x	x	It is in a very nice suburb and close to restaurants some shops and a nice little market Since it was in the burbs it was very quiet	close to suburb
0	x	x	Excellent breakfast and open bar Staff very helpful and nice Great hotel	very helpful bar
1	x	x	Friendly and helpful staff the hotel was in a great location within walking distance of many sights	helpful staff
0	x	x	Room s are spacious well equipped comfortable lots of storage space clean Facilities are excellent the connecting mall with a grocery choices of restaurants is also	excellent storage space
1	x	x	Great location and area nothing more than a 30 minute walk Canal stop outside the hotel Comfortable bed	30 minute walk area
0	x	x	Wifi was great shampoo and towels provided were great	great shampoo and towels
0	x	x	The bed was very comfortable the linen quite nice	very comfortable linen
1	x	x	Good reasonable priced restaurants close by Shuttle service to airport at reasonable price is handy and efficient Good quality accomodation huge king size bed and good size rooms	reasonable price
1	x	x	Very clean spacious room Excellent facilities staffs were very kind and helpful The hotel is close to zuid station Silent environment	very kind staffs
1	x	x	Friendly staff comfortable bed great location in the middle of the Dam good room service they make you feel very welcome with friendly messages chocolates on the bed and a pillow menu	friendly messages
0	x	x	The modern decor and overall relaxed atmosphere amidst its rustic setting made us feel right at home	rustic atmosphere
1	x	x	We loved dining in the surrounding restaurants and walking along the canals	loved walking along the canals
0	x	x	Great location good value for money nice quite place as well	nice quite value for money
0	x	x	The rooms are not big though it was ok for us The hotel itself is also small more like boutique hotel Breakfast room was on the 1 floor and thus had no windows and was too tiny On the whole it is a good place to stay for a few nights but costs a bit too much	ok hotel
1	x	x	The hotel needs a major renovation carpets are dirty rooms smell bathroom stinks furniture is beyond old and sad staircase inconvenient overall gloom Will not return ever	inconvenient staircase
1	x	x	Room spacious clean well appointed good breakfast bathroom good Staff helpful and polite	helpful Staff
0	x	x	Nice Hotel with beautiful view Big Room upgraded to suite Quiet and relaxing	Quiet Room
0	x	x	Very convenient location Easy access to Chinatown and Red Light area Nice room balcony view was so good New and generously decorated I liked the apple computer in the room I was able to listen to music easily	Easy location
1	x	x	Beautiful Building and and ambience The suite was well equipped and comfortable	Beautiful Building
0	x	x	The location was perfect the staff was amazing the room was fantastic	amazing room
0	x	x	Brilliant location with well appointed and comfortable rooms Friendly and helpful team and wonderful breakfast the on tap drinks and snacks are a real bonus too	comfortable rooms
1	x	x	Breakfast was very good but a little expensive	very good Breakfast
0	x	x	It was very easy to find Being a wee bit out of the centre meant it felt very peaceful Transport links are great The staff were wonderful very friendly and in a genuine way They were very helpful and can answer questions about sightseeing locations	great staff
0	x	x	The bathroom was lovely although there was no bath unlike the photos The bed was very comfortable but the carpets were sticky and covered in dark grey patches The tram stop was right outside which was ideal	very comfortable carpets
1	x	x	Very small bath room was stuffy only one small window to let in fresh air	small window
1	x	x	Great classy atmosphere in the lobby and cafe Building looks nice Rooms are roomy The place is somewhat close to the central station though not so much to make it really convenient to go up and down there take some 15 minutes out for this especially with luggage The tiny harbour next to the hotel is quite charming	somewhat close to the central station place
0	x	x	Food excellent and surrounding architecture both contemporary and traditional	excellent surrounding architecture
1	x	x	For people going on ocean or river cruises this hotel is perfect 50 meters from the cruise port terminal and 400 from the river cruise area	50 meters cruise port terminal
1	x	x	Friendly staff complimentary drinks and snacks comfy beds quiet room	comfy beds
1	x	x	Close to the Metro Comfy bed	Close to Metro
1	x	x	The staff were poorly trained and had terrible customer service skills	poorly trained staff
1	x	x	Good location close to metro and motorway	close to metro and motorway
1	x	x	Had to wait for late afternoon because our room was not available and then it was still incorrectly assigned as a double when a twin was booked Another twin was then made available No supper available in the hotel on a Sunday evening except room service	not available room
1	x	x	Well over priced Bottle of water was over 5 reception staff just ok	just ok reception staff
1	x	x	The bed was pretty hard but the pillows were super soft and so comftable the tram stop is like 5 7 min walk from the hotel then a good 15 mins into the centre but other than that it s a lovely hotel	5 7 min walk tram stop
1	x	x	Desk staff were friendly and helpful The hotel was well placed in a square for bars and nightlife	friendly Desk staff
0	x	x	Very convenient location Easy access to Chinatown and Red Light area Nice room balcony view was so good New and generously decorated I liked the apple computer in the room I was able to listen to music easily	Nice balcony view
1	x	x	and I would not hesitate to stay again Great place to stay	Great place
1	x	x	chic and stylish Staff was very helpful and friendly	very helpful Staff
1	x	x	Short walk to the train station and only one stop to Amsterdam Central	Short walk to the train station
1	x	x	there s also tea and water with a mini fridge available	available tea and water
1	x	x	The room was made up each morning and we were visited at about 6 each evening to check to see if we needed any extra towels etc which was a nice touch	nice touch extra towels
0	x	x	Brilliant location with well appointed and comfortable rooms Friendly and helpful team and wonderful breakfast the on tap drinks and snacks are a real bonus too	real bonus breakfast
1	x	x	Hotel atmosphere was great Nice and clean rooms Staff were perfect	great Hotel atmosphere
0	x	x	Totally renovated hotel Staff friendly and helpful Attractive well designed room with small balcony 201 Comfortable bed Excellent location	friendly hotel
1	x	x	I d say the Wi Fi was pretty awful	pretty awful Wi Fi
1	x	x	Clean and big rooms helping staff very good breakfast Very convenient ride to to city center with the tram	very good breakfast
1	x	x	Upon arrival the staff were very accommodating We got to the hotel 2 hours before check in 1:00 PM and were very pleased to hear that they had our room ready	very accommodating staff
1	x	x	Room was small even though it was an executive room	small Room
1	x	x	staff attended to all our needs Location was great for walking to most attractions	great for walking to most attractions Location
1	x	x	Good reasonable priced restaurants close by Shuttle service to airport at reasonable price is handy and efficient Good quality accomodation huge king size bed and good size rooms	huge king size bed
1	x	x	Superb location right on the Herengracht and therefore within walking distance of all major attractions Staff were excellent and sorted out restaurants for us	Superb location
1	x	x	With one exception reception staff poor Geraldo and Jasper poor	poor reception staff
0	x	x	Staff very friendly and location excellent	very friendly location
1	x	x	Basement level rooms are noisy at night and in mornings due to bar restaurant area above Breakfast isn t good value you re better off going elsewhere	isn t good value Breakfast
1	x	x	Staff was helpful location to activities was convenient always felt well attended to by staff Convenient breakfast to start my day and handy bar to end my day	well attended staff
0	x	x	Excellent hotel great place for stay lots of ammenities and the staff is nice wold recommend it to anyone traveling to Amsterdam for a great stay close to transportation to connect to all attractions and interesting places in Amsterdam	close to stay
0	x	x	Decoration of the room was pretty poor and the breakfast could have been better Also price quality ratio was poor since the demand for Amsterdam hotels were high at that time	pretty poor breakfast
1	x	x	nice breakfast and quick check in out	quick check in out
0	x	x	The hotel looks extremely nice a very pleasant environment stylish yet cosy Nice breakfast area solid breakfast Not directly in the city centre but very convenient location as there is a huge and very good food hall just around the corner which gets very busy over the weekend	very convenient breakfast
1	x	x	No bath in bathroom no water provided mini bar not stocked limited non existant room service menu over emphasis on design no substance eg Shower door does not fit so bathroom area floods if not careful poor power point location and no international plug point option so remember to bring your adaptor if staying here Limited storage space so if staying more than one night be prepared for a messy room Better value elsewhere in town	messy room
1	x	x	What a wonderful location with great views of the hustle and bustle just a leisurely ferry ride minutes across from central station	minutes across central station
1	x	x	Great location Good bar and food facilities Good gym facilities	Good food facilities
1	x	x	Beautiful view of the skyline of central Amsterdam	Beautiful view of the skyline of central Amsterdam
1	x	x	The bed is very comfortable and the room is controlled by an iPad and has a great selection of films music etc	great selection of films music etc
1	x	x	Brilliant hotel no problems at all friendly staff lovely food and brilliant location ten mins walk near the water to the city center lovely hotel for couples been too Amsterdam numerous times now and will always go here	ten mins walk near water
1	x	x	Restaurant is really a quality Staff is very friendly Lot of good things in the bazar	very friendly Staff
1	x	x	Perfect location Helpful sfaff	Helpful sfaff
1	x	x	Superb hotel this was our second time staying in this hotel we turned up early for our check in and because of this they upgraded us to the junior suite free of charge Brilliant service	Superb hotel
1	x	x	Bed was so comfortable which was needed after long treks around the city Cocktails lunch and evening food were all divine We didn t have breakfast	divine Cocktails
0	x	x	The hotel needs a major renovation carpets are dirty rooms smell bathroom stinks furniture is beyond old and sad staircase inconvenient overall gloom Will not return ever	dirty rooms
1	x	x	Good reasonable priced restaurants close by Shuttle service to airport at reasonable price is handy and efficient Good quality accomodation huge king size bed and good size rooms	Good reasonable priced restaurants
0	x	x	We stayed 2 nights at the Sir Albert during New Year and loved it Staff is very friendly and supportive Rooms are on the small side but have everything you need comfortable beds coffee and tea making equipment and large shower Location is good with public transport around the corner	supportive Rooms
1	x	x	In addition to this the bar on the top floor make fantastic cocktails Unfortunately with our speedy 1 night trip we didn t have time to make use of the spa next time I would recommend renting the bicycles you can do this from the reception and cycling up the road to Bakers and Roasters for the best brunch in Amsterdam enjoy everyone	fantastic cocktails
1	x	x	Great big bed truly polite and helpful staff bathtub a nice extra Hotel shuttle from airport and a flexible checkin time	nice extra bathtub
1	x	x	Excellent breakfast and open bar Staff very helpful and nice Great hotel	open bar
1	x	x	Very helpful and friendly staff Rooms were very clean comfortable quite big for Amsterdam Location is within walking distance to a train and metro station	within walking distance train and metro station
1	x	x	The room was very small and the bathroom door was weirdly missing the necessary hole for the latch to go in	very small room
0	x	x	Fabulous hotel wonderful staff and amazingly comfy bed	amazingly comfy staff
1	x	x	The size of the room and bathroom was amazing studio kitchen was fully fitted Great sized shower	Great sized shower
0	x	x	Far from restaurants and shopping expensive by taxi	expensive restaurants
1	x	x	Had to insist on moving rooms as room was dirty e g mould on walls and shower curtain the final room was just about acceptable but did not deserve a 4 star rating and was very overpriced	dirty room
1	x	x	The reception staff were friendly and knowledgeable	friendly reception staff
1	x	x	Great hotel generally everything very well done	Great hotel
1	x	x	Very Good and value for money Market is very near by	very near value for money
0	x	x	The housekeeping in the room was appalling Stayed here for 3 nights but everyday noticed that only the beds were done and the garbage bins cleared Nothing else besides this Don t think the room was even being dusted or swept as bits of paper n dust used to be lying around in the room	were done garbage bins
1	x	x	Staff very friendly and location excellent	excellent location
1	x	x	Very small bath room was stuffy only one small window to let in fresh air	Very small bath
1	x	x	Perfect location amazing hotel with attention to detail perhaps the best hotel in Amsterdam	amazing hotel
1	x	x	Very helpful staff Great buffet breakfast	Great buffet breakfast
1	x	x	very convenient location across the road from the train station and near tram stops and canal cruise terminals staff very accommodating and helpful food very good but portions on the large side buffet breakfast excellent superb poached eggs	very accommodating and helpful staff
1	x	x	Nice Hotel with beautiful view Big Room upgraded to suite Quiet and relaxing	Nice Hotel
1	x	x	Clean and big rooms helping staff very good breakfast Very convenient ride to to city center with the tram	helping staff
1	x	x	The location is great right next to The 9 Streets The bed was very comfortable and the breakfast was excellent	great location
1	x	x	Location friendly and helpful staff efficient use of space in rooms	efficient use of space
1	x	x	The wi fi was quite poor as I had older kids	quite poor wi fi
1	x	x	Expensive breakfast not so near from central part just 10 min walking from nearest metro station but very expensive if you take a taxi it s far from all the stuff I wanted to do	very expensive taxi
1	x	x	The staff are very professional and helpful Property was immaculate	immaculate Property
1	x	x	This place was outstanding	outstanding place
0	x	x	The coolest accomodation ever Staff were so friendly interier is so cool and funky rooms were beautiful lots of things to do to interact with other travellers pool gym table tennis photo bool heaps of lounges and a yummy restaurant Also lots of things to do from the hotel such as rent bikes etc 2 mins walk from train station which is 2 stops away from Red Light District supermarket across the road and surrounded by awesome eateries will definitely be back Thanks for such an amazing stay	awesome Red Light District
1	x	x	Very nice and professional staff especially people in the reception	professional staff
1	x	x	Basement level rooms are noisy at night and in mornings due to bar restaurant area above Breakfast isn t good value you re better off going elsewhere	noisy at night Basement level rooms
1	x	x	very convenient location across the road from the train station and near tram stops and canal cruise terminals staff very accommodating and helpful food very good but portions on the large side buffet breakfast excellent superb poached eggs	very convenient location
0	x	x	Good reasonable priced restaurants close by Shuttle service to airport at reasonable price is handy and efficient Good quality accomodation huge king size bed and good size rooms	close by Shuttle service to airport
1	x	x	Absolutely blew me and my missus away Funky Futuristic the spa is out of this world must check it out if you stay there Location wise couldn t ask to be in better place everything is really close by Staff	Funky Futuristic
1	x	x	Servicing of rooms poor for the quality of the hotel One day of our two day stay only one bath towel was replaced and on the other no toileteries were replaced and tea bags not replaced Room for improvement in room servicing but front counter staff were excellent	poor Servicing of rooms
0	x	x	A good hotel for a stay in Amsterdam Good location in a nice area which is either 15 mins tram ride or 40 mins walk to city centre	15 mins area
1	x	x	Super friendly stuff great location clean room	great location
0	x	x	We walked the remainder of the way from the station to the hotel approximately10 minutes but Tram 24 stops right outside of the hotel if you didn t want to walk Rooms were very clean if a little careworn Breakfast was well laid out and varied fresh fruit yoghurt excellent selection of breads rolls and meat and cheese Cooked food also available	available selection of breads rolls and meat and cheese
1	x	x	The bed and the pillows are amazing All the staff was very kind and attentive We loved everything and we ll definitely come back	very kind staff
1	x	x	Room quite noisy badly insulated cold even with air con set at 30deg C bed too soft	too soft bed
1	x	x	Excellent in all areas	Excellent areas
1	x	x	The restaurant bar decor is quite nice the room is comfortable and we got a nice view to the canal	nice view to the canal
1	x	x	Totally renovated hotel Staff friendly and helpful Attractive well designed room with small balcony 201 Comfortable bed Excellent location	Excellent location
0	x	x	Great classy atmosphere in the lobby and cafe Building looks nice Rooms are roomy The place is somewhat close to the central station though not so much to make it really convenient to go up and down there take some 15 minutes out for this especially with luggage The tiny harbour next to the hotel is quite charming	roomy place
1	x	x	The classic queen room which we stay is extremely small	extremely small queen room
1	x	x	Very well located A small double is great for one person up in the eaves though the sloping ceilings aren t ideal for taller people	aren t ideal for taller people ceilings
0	x	x	a good stay since the hotel with in the centre and near to the station Food was really good	good station
1	x	x	Perfect atmosphere location in Amsterdam very cozy and comfortable rooms meal and service were great staff were very kind and cheerful the price was fair compared to the equivalent hotels around	great service
1	x	x	The study Cosy log fire with comfortable couches Beautiful boutique hotel that felt like you were visiting friends Fantastic	comfortable couches
1	x	x	The room they gave us had beautiful views	beautiful views
0	x	x	No shops nearby to buy things The location is my main concern then the building is outdated The curtain is turn and patched The bath is blocked	outdated shops
0	x	x	Beds were comfy rooms are quiet staff is nice and helping No balconies	comfy rooms
0	x	x	We all were very impressed with the hotel The rooms were amazing and the staff couldn t have been any better Loved the stay	very impressed rooms
1	x	x	The breakfast in the morning was really excellent and the staff were so efficient and friendly Everything we needed in a room was there good amenities good housekeeping The front desk personnel were also great	good amenities
0	x	x	Very friendly service rooms very nicely renovated in pleasant light colors Great breakfast with view on the canal	Very friendly rooms
1	x	x	WE FOUND THE STAFF EXCELLENT LOCATION PERFECT	EXCELLENT STAFF
1	x	x	It was a very quirky hotel with very friendly staff The staff was extremely helpful especially Rachel and they provided great customer service	very friendly staff
1	x	x	Location and very friendly staff	very friendly staff
1	x	x	Its in the middle of no ware They charge for parking on their premises despite the fact that its far to any civilisation	charge for parking
1	x	x	Absolutely brilliant from check in the room which was fantastic won t reveal all the staff the concept ooh not to forget the amazing lifts we liked C the best	Absolutely brilliant check in
1	x	x	The hotel needs a major renovation carpets are dirty rooms smell bathroom stinks furniture is beyond old and sad staircase inconvenient overall gloom Will not return ever	smell rooms
1	x	x	The location is perfect as well Everything is within walking distance	within walking distance Everything
1	x	x	The area although a little far away was beautiful and located near the tram line and park	a little far away area
1	x	x	no solo traveller price no toilet brush hard to close open toilet door some days annoying sound came from outside of hotel one corner of window does not seem to be mounted closed correctly spiders and webs outside window sometimes bad reception of English TV channels flies around breakfast no fridge in room	annoying sound
1	x	x	Breakfast was okay but was NOT worth 38 euros for two that appeared on my check out invoice seriously disappointed that price was not advised when we were sat down Found the whole stay at the hotel very expensive in general as the room was nearly 300 euros for two nights	okay Breakfast
1	x	x	Great location in nice surroundings the bar and restaurant are nice and have a lovely outdoor area	lovely outdoor area
1	x	x	The breakfast was 16 50 each and it was rotten Staff were rude in the resturant	rotten breakfast
1	x	x	The location is great right next to The 9 Streets The bed was very comfortable and the breakfast was excellent	very comfortable bed
1	x	x	Truly awesome location close to a lot of activity but quiet when we went to sleep Breakfast is excellent and worth the price Staff were very helpful even finding an excellent restaurant with gluten free traditional dishes	Truly awesome location
0	x	x	it s superb the ferry runs every few minutes it s just outside central station and the otherside it s a 1 min walk to the hotel This location gets you out of all the mayhem with a simply brilliant view of the river and we sat and people watched The Sir Adam is a vibrant but modern and excellent place to unwind after a day of sight	simply brilliant central station
0	x	x	Great location and friendly staff The self service bar is good but not enough seating in the bar reception area at peak times	friendly self service bar
1	x	x	Quite expensive price per night as well as the breakfast Very loud in the corridors because of cleaning service and propably other guests since early morning Walls seems to be made of paper	Quite expensive price per night
1	x	x	Great big bed truly polite and helpful staff bathtub a nice extra Hotel shuttle from airport and a flexible checkin time	nice extra Hotel shuttle from airport
1	x	x	We loved dining in the surrounding restaurants and walking along the canals	loved dining in the surrounding restaurants
0	x	x	Room comfortable staff friendly and professional	comfortable staff
1	x	x	no solo traveller price no toilet brush hard to close open toilet door some days annoying sound came from outside of hotel one corner of window does not seem to be mounted closed correctly spiders and webs outside window sometimes bad reception of English TV channels flies around breakfast no fridge in room	outside window fridge
1	x	x	Excellent hotel great place for stay lots of ammenities and the staff is nice wold recommend it to anyone traveling to Amsterdam for a great stay close to transportation to connect to all attractions and interesting places in Amsterdam	great place
1	x	x	The directions for taking public transportation was very clear We were able to get to places like the Anne Frank House Dam Square Pancake House	very clear directions for taking public transportation
1	x	x	The trams are just out the front making it easy to get around Love the way you self service check in	just out the front trams
0	x	x	Upgrade offered for 5 nice room on the back of the hotel canal side quick check in room has an extra corridor Good value for money	an extra corridor check
1	x	x	staff location my room was beautiful	beautiful room
0	x	x	The bathtub was also very luxurious and I liked the toiletries The employees also had really good recommendations of things to do that weren t on the main travel sites	had really good recommendations toiletries
1	x	x	The beds were super comfy the curtains and door opened by a cool button and the bathroom was amazing and hotel staff were super helpful	super helpful hotel staff
1	x	x	Staff where very helpful room was comfortable and clean lovely comfy bed and shower was great although its said it was a little out	very helpful Staff
1	x	x	It was the first morning we traveled into the park to have breakfast on the edge of the water The Hotel itself had a stylish contemporary reception with hanging egg chairs that were very comfortable and relaxing Just down to the right of the hotel entrance was a tram stop for two different trams to bring us toward the city centre	very comfortable chairs
1	x	x	We stayed 2 nights at the Sir Albert during New Year and loved it Staff is very friendly and supportive Rooms are on the small side but have everything you need comfortable beds coffee and tea making equipment and large shower Location is good with public transport around the corner	large shower
1	x	x	They did not replace the tea bags and coffee and thwy did not clean the mugs	not clean mugs
1	x	x	The size of the room and bathroom was amazing studio kitchen was fully fitted Great sized shower	amazing bathroom
1	x	x	Convenient for trams to station Selection of local restaurants	Convenient for trams to station
0	x	x	Very convenient location Easy access to Chinatown and Red Light area Nice room balcony view was so good New and generously decorated I liked the apple computer in the room I was able to listen to music easily	Nice access to Chinatown and Red Light area
1	x	x	The bed was super comfy and the thermostat meant you could easily warm up cool down the room	easily warm up cool down thermostat
1	x	x	Great location friendly and helpful staff Excellent breakfast Staff noticed that it was my wife s birthday from the registration form and took the time to leave birthday greetings in the room together with a gift of some Dutch biscuits	Great location
0	x	x	Excellent rooms Staff very helpful and friendly	very helpful rooms
0	x	x	Good sized comfortable rooms with all we needed for our stay Nice lounge and bar areas Staff on bar and concierge were very friendly and helpful	very friendly bar areas
1	x	x	People were friendly competent and fast	friendly competent People
1	x	x	Couldn t fault this hotel and the restaurant was superb Staff excellent	superb restaurant
0	x	x	Great location friendly and helpful staff Excellent breakfast Staff noticed that it was my wife s birthday from the registration form and took the time to leave birthday greetings in the room together with a gift of some Dutch biscuits	Excellent staff
1	x	x	Also nice bar with music top barman and great lobby Overall great experience	great lobby
0	x	x	no solo traveller price no toilet brush hard to close open toilet door some days annoying sound came from outside of hotel one corner of window does not seem to be mounted closed correctly spiders and webs outside window sometimes bad reception of English TV channels flies around breakfast no fridge in room	hard to close open solo traveller
1	x	x	Location was perfect Most things were within walking distance Central train station was only 20mins on foot	within walking distance
1	x	x	The bathroom was lovely although there was no bath unlike the photos The bed was very comfortable but the carpets were sticky and covered in dark grey patches The tram stop was right outside which was ideal	right outside tram stop
0	x	x	The study Cosy log fire with comfortable couches Beautiful boutique hotel that felt like you were visiting friends Fantastic	Beautiful boutique couches
0	x	x	very good breakfast and extra comfort bed very comfortable bathroom and spacious shower stall great shower fittings	very comfortable bed
0	x	x	tidy nothing was too much trouble for the staff would recommend food great quality choice and tasted devine will visit amsterdam again local people very friendly and helpful thanks you	nothing was too much trouble food
1	x	x	Friendly staff nothing was to much trouble Made our honeymoon stay very special with some nice personal touches	very special honeymoon
0	x	x	The Corendon was awesome staff were friendly Room was spacious and well appointed The Vitality Spa was awesome	awesome staff
1	x	x	The room was very nice Great style I loved the bed Big and quite luxurious	very nice room
1	x	x	The front desk staff were very hospitable and helpful The dinner in the hotel was pretty good	very hospitable front desk staff
1	x	x	Friendly staff clean rooms cosy and comfortable communal areas	comfortable communal areas
0	x	x	Modern stylish room with much space	much room
0	x	x	Great big bed truly polite and helpful staff bathtub a nice extra Hotel shuttle from airport and a flexible checkin time	helpful bathtub
0	x	x	Comfy beds and nice and quiet and away from the bustle but close enough to walk into the centre or get the tram	close enough to beds
0	x	x	Hotel is in need of redecoration and some areas look very old Room service is ok but one day after calling to the reception and asking to clean up the room I was surprised to return to the dirty room and cleaning stuff was unavailable so together with a receptionist I was forced to change my linen myself	very old Room service
1	x	x	Friendly helpful staff Modern hotel with good facilities Good tram and rail connections into city	Good tram
1	x	x	Great location and area nothing more than a 30 minute walk Canal stop outside the hotel Comfortable bed	30 minute walk Canal stop outside
1	x	x	All the staff were great	great staff
1	x	x	very clean and in a great area to get around amsterdam Staff very helpful and friendly	great area
0	x	x	Room spacious clean well appointed good breakfast bathroom good Staff helpful and polite	good breakfast
1	x	x	Near to central station Staff very helpful Bed is nice	nice Bed
0	x	x	Breakfasts though as per all hotel breakfasts expensive Breakfast room with roof that opens Location in a quiet area of town but close to centre and attractions All staff spoke perfect English Clean comfortable air conditioned room reasonable rate	reasonable room
1	x	x	Very clean location was excellent	excellent location
1	x	x	Excellent staff Perfect location Very good breakfast	Excellent staff
0	x	x	Very clean Lovely views friendly staff complementary drinks Lovely bathroom	Lovely drinks
1	x	x	We checked in and the concierge put our luggage in the luggage room as our room was not ready	not ready room
1	x	x	the location the rooms we only had a basic suite and	basic suite
0	x	x	What a wonderful location with great views of the hustle and bustle just a leisurely ferry ride minutes across from central station	great location
1	x	x	Rooms a little tired looking breakfast expensive for quality of food and service Possibly due to not enough staff on hand	expensive breakfast
1	x	x	Too hotel rooms are too small there is not enough space to move	not enough space
1	x	x	Hotel design was modern and contemporary Staff extremely helpful with recomendations for food and drinks outside of the hotel Bar staff polite attentive and cocktails amazing	modern Hotel design
1	x	x	Bed was really comfy	really comfy Bed
1	x	x	Decoration of the room was pretty poor and the breakfast could have been better Also price quality ratio was poor since the demand for Amsterdam hotels were high at that time	poor price quality ratio
0	x	x	Brilliant location with well appointed and comfortable rooms Friendly and helpful team and wonderful breakfast the on tap drinks and snacks are a real bonus too	wonderful drinks
0	x	x	Great location Good bar and food facilities Good gym facilities	Good bar
0	x	x	the rooms were tiny and were stepping on each other all the time the sink was also blocked which was nasty	stepping sink
1	x	x	The room was very spacious modern with an incredible view of the canals Thank you Martin and Luxury Suites for an unforgettable Honeymoon experience	incredible view of the canals
